Country Name,Country Code,Year,unemployment
Kuwait,KWT,2008,1.75
Latin America & Caribbean (excluding high income),LAC,2008,6.77925524939317
Lao PDR,LAO,2008,0.943
Lebanon,LBN,2008,7.666
Liberia,LBR,2008,2.222
Libya,LBY,2008,19.006
St. Lucia,LCA,2008,12.72
Latin America & Caribbean,LCN,2008,6.83866675691087
Least developed countries: UN classification,LDC,2008,4.79588302722657
Low income,LIC,2008,5.40377735317811
Sri Lanka,LKA,2008,5.22
Lower middle income,LMC,2008,5.89842039521188
Low & middle income,LMY,2008,5.85753182553363
Lesotho,LSO,2008,15.907
Late-demographic dividend,LTE,2008,5.13665502190525
Lithuania,LTU,2008,5.826
Luxembourg,LUX,2008,5.06
Latvia,LVA,2008,7.739
"Macao SAR, China",MAC,2008,2.999
Morocco,MAR,2008,9.57
Moldova,MDA,2008,2.073
Madagascar,MDG,2008,3.438
Maldives,MDV,2008,10.242
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2008,6.58349916553751
Mexico,MEX,2008,3.874
Middle income,MIC,2008,5.8872966224633
North Macedonia,MKD,2008,33.93
Mali,MLI,2008,1.424
Malta,MLT,2008,5.977
Myanmar,MMR,2008,0.703
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2008,6.84316326711223
Montenegro,MNE,2008,17.15
Mongolia,MNG,2008,5.565
Mozambique,MOZ,2008,3.114
Mauritania,MRT,2008,9.735
Mauritius,MUS,2008,7.17
Malawi,MWI,2008,4.814
Malaysia,MYS,2008,3.32
North America,NAC,2008,5.83652846325955
Namibia,NAM,2008,22.017
New Caledonia,NCL,2008,14.367
Niger,NER,2008,1.592
Nigeria,NGA,2008,3.795
Nicaragua,NIC,2008,6.2
Netherlands,NLD,2008,3.658
Norway,NOR,2008,2.521
Nepal,NPL,2008,10.613
New Zealand,NZL,2008,4.167
OECD members,OED,2008,6.20345473101714
Oman,OMN,2008,4.142
Other small states,OSS,2008,8.87232548956314
Pakistan,PAK,2008,0.423
Panama,PAN,2008,5.647
Peru,PER,2008,4.03
Philippines,PHL,2008,3.72
Papua New Guinea,PNG,2008,2.169
Poland,POL,2008,7.069
Pre-demographic dividend,PRE,2008,4.87564079411637
Puerto Rico (US),PRI,2008,11.48
"Korea, Dem. People's Rep.",PRK,2008,2.873
Portugal,PRT,2008,7.553
Paraguay,PRY,2008,4.415
West Bank and Gaza,PSE,2008,22.913
Pacific island small states,PSS,2008,3.66277533564379
Post-demographic dividend,PST,2008,5.8998512918332
French Polynesia,PYF,2008,11.759
Qatar,QAT,2008,0.31
Romania,ROU,2008,5.787
Russian Federation,RUS,2008,6.205
Rwanda,RWA,2008,11.57
South Asia,SAS,2008,7.31884202003306
Saudi Arabia,SAU,2008,5.085
Sudan,SDN,2008,15.566
Senegal,SEN,2008,2.822
Singapore,SGP,2008,3.96
Solomon Islands,SLB,2008,1.999
Sierra Leone,SLE,2008,4.128
El Salvador,SLV,2008,5.88
"Somalia, Fed. Rep.",SOM,2008,18.996
Serbia,SRB,2008,13.67
Sub-Saharan Africa (excluding high income),SSA,2008,6.20706100243538
South Sudan,SSD,2008,12.298
Sub-Saharan Africa,SSF,2008,5.78696446868704
Small states,SST,2008,7.99929891372552
Sao Tome and Principe,STP,2008,15.426
Suriname,SUR,2008,8.831
Slovak Republic,SVK,2008,9.514
Slovenia,SVN,2008,4.371
Sweden,SWE,2008,6.235
Eswatini,SWZ,2008,27.835
Syrian Arab Republic,SYR,2008,10.94
Chad,TCD,2008,0.906
East Asia & Pacific (IDA & IBRD countries),TEA,2008,4.45784019112314
Europe & Central Asia (IDA & IBRD countries),TEC,2008,7.37099265588776
Togo,TGO,2008,3.283
Thailand,THA,2008,1.18
Tajikistan,TJK,2008,7.134
Turkmenistan,TKM,2008,4.835
Latin America & the Caribbean (IDA & IBRD countries),TLA,2008,6.9150729963141
Timor-Leste,TLS,2008,3.413
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2008,6.76445601841533
Tonga,TON,2008,1.252
South Asia (IDA & IBRD),TSA,2008,7.31884202003306
Sub-Saharan Africa (IDA & IBRD countries),TSS,2008,5.78696446868704
Trinidad and Tobago,TTO,2008,4.63
Tunisia,TUN,2008,12.444
Turkiye,TUR,2008,10.965
Tanzania,TZA,2008,2.774
Uganda,UGA,2008,3.052
Ukraine,UKR,2008,6.363
Upper middle income,UMC,2008,5.87916265936897
Uruguay,URY,2008,8.025
United States,USA,2008,5.784
Uzbekistan,UZB,2008,4.89
St. Vincent and the Grenadines,VCT,2008,18.79
"Venezuela, RB",VEN,2008,6.245
Virgin Islands (U.S.),VIR,2008,10.22
Viet Nam,VNM,2008,1.889
Vanuatu,VUT,2008,5.661
World,WLD,2008,5.83235587932697
Samoa,WSM,2008,5.539
"Yemen, Rep.",YEM,2008,12.657
South Africa,ZAF,2008,22.407
Zambia,ZMB,2008,7.93
Zimbabwe,ZWE,2008,5.357
Africa Eastern and Southern,AFE,2009,7.15588066169117
Afghanistan,AFG,2009,7.754
Africa Western and Central,AFW,2009,4.000386882162
Angola,AGO,2009,16.431
Albania,ALB,2009,13.674
Arab World,ARB,2009,9.46639460138819
United Arab Emirates,ARE,2009,2.944
Argentina,ARG,2009,8.645
Armenia,ARM,2009,19.295
Australia,AUS,2009,5.565
Austria,AUT,2009,5.371
Azerbaijan,AZE,2009,5.74
Burundi,BDI,2009,1.621
Belgium,BEL,2009,7.908
Benin,BEN,2009,0.949
Burkina Faso,BFA,2009,3.711
Bangladesh,BGD,2009,5.0
Bulgaria,BGR,2009,6.817
Bahrain,BHR,2009,1.07
"Bahamas, The",BHS,2009,14.25
Bosnia and Herzegovina,BIH,2009,24.068
Belarus,BLR,2009,6.1
Belize,BLZ,2009,8.328
Bolivia,BOL,2009,2.973
Brazil,BRA,2009,9.419
Barbados,BRB,2009,10.02
Brunei Darussalam,BRN,2009,6.411
Bhutan,BTN,2009,3.96
Botswana,BWA,2009,16.169
Central African Republic,CAF,2009,5.202
Canada,CAN,2009,8.46
Central Europe and the Baltics,CEB,2009,8.51651568379027
Switzerland,CHE,2009,4.109
Channel Islands,CHI,2009,6.874
Chile,CHL,2009,11.313
China,CHN,2009,4.72
Cote d'Ivoire,CIV,2009,6.571
Cameroon,CMR,2009,3.744
"Congo, Dem. Rep.",COD,2009,3.88
"Congo, Rep.",COG,2009,19.833
Colombia,COL,2009,12.066
Comoros,COM,2009,4.348
Cabo Verde,CPV,2009,13.517
Costa Rica,CRI,2009,7.824
Caribbean small states,CSS,2009,9.17081028787377
Cuba,CUB,2009,1.67
Cyprus,CYP,2009,5.594
Czechia,CZE,2009,6.662
Germany,DEU,2009,7.88
Djibouti,DJI,2009,26.33
Denmark,DNK,2009,6.409
Dominican Republic,DOM,2009,5.467
Algeria,DZA,2009,10.16
East Asia & Pacific (excluding high income),EAP,2009,4.41621948931768
Early-demographic dividend,EAR,2009,6.92207663381963
East Asia & Pacific,EAS,2009,4.46622743993614
Europe & Central Asia (excluding high income),ECA,2009,10.1898182867484
Europe & Central Asia,ECS,2009,9.05843891845681
Ecuador,ECU,2009,4.608
"Egypt, Arab Rep.",EGY,2009,9.087
Euro area,EMU,2009,9.63276496031515
Eritrea,ERI,2009,5.583
Spain,ESP,2009,17.857
Estonia,EST,2009,13.548
Ethiopia,ETH,2009,2.331
European Union,EUU,2009,9.21098128007764
Fragile and conflict affected situations,FCS,2009,5.05816095420724
Finland,FIN,2009,8.249
Fiji,FJI,2009,4.305
France,FRA,2009,9.122
Gabon,GAB,2009,19.753
United Kingdom,GBR,2009,7.627
Georgia,GEO,2009,20.71
Ghana,GHA,2009,5.348
Guinea,GIN,2009,4.967
"Gambia, The",GMB,2009,9.823
Guinea-Bissau,GNB,2009,3.152
Equatorial Guinea,GNQ,2009,7.939
Greece,GRC,2009,9.546
Guatemala,GTM,2009,3.208
Guam,GUM,2009,9.3
Guyana,GUY,2009,11.314
High income,HIC,2009,8.03805524754818
"Hong Kong SAR, China",HKG,2009,5.26
Honduras,HND,2009,3.292
Heavily indebted poor countries (HIPC),HPC,2009,4.57426523463948
Croatia,HRV,2009,9.202
Haiti,HTI,2009,15.351
Hungary,HUN,2009,10.03
IBRD only,IBD,2009,6.63425354680695
IDA & IBRD total,IBT,2009,6.12041508143813
IDA total,IDA,2009,4.13694636655912
IDA blend,IDB,2009,3.10443697601357
Indonesia,IDN,2009,6.106
IDA only,IDX,2009,4.70186635633499
India,IND,2009,7.664
Ireland,IRL,2009,12.609
"Iran, Islamic Rep.",IRN,2009,12.113
Iraq,IRQ,2009,8.414
Iceland,ISL,2009,7.22
Israel,ISR,2009,9.534
Italy,ITA,2009,7.749
Jamaica,JAM,2009,7.314
Jordan,JOR,2009,12.9
Japan,JPN,2009,5.068
Kazakhstan,KAZ,2009,6.55
Kenya,KEN,2009,2.818
Kyrgyz Republic,KGZ,2009,2.744
Cambodia,KHM,2009,0.579
"Korea, Rep.",KOR,2009,3.363
Kuwait,KWT,2009,1.64
Latin America & Caribbean (excluding high income),LAC,2009,7.76215501745444
Lao PDR,LAO,2009,0.834
Lebanon,LBN,2009,6.355
Liberia,LBR,2009,2.242
Libya,LBY,2009,19.247
St. Lucia,LCA,2009,15.37
Latin America & Caribbean,LCN,2009,7.81388307206222
Least developed countries: UN classification,LDC,2009,4.88648869121684
Low income,LIC,2009,5.25847044478161
Sri Lanka,LKA,2009,5.85
Lower middle income,LMC,2009,5.95908080447012
Low & middle income,LMY,2009,6.04700312899165
Lesotho,LSO,2009,16.16
Late-demographic dividend,LTE,2009,5.56632674579842
Lithuania,LTU,2009,13.785
Luxembourg,LUX,2009,5.194
Latvia,LVA,2009,17.515
"Macao SAR, China",MAC,2009,3.58
Morocco,MAR,2009,8.96
Moldova,MDA,2009,2.987
Madagascar,MDG,2009,3.887
Maldives,MDV,2009,11.697
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2009,6.71205646358504
Mexico,MEX,2009,5.356
Middle income,MIC,2009,6.09938671106268
North Macedonia,MKD,2009,32.351
Mali,MLI,2009,1.423
Malta,MLT,2009,6.889
Myanmar,MMR,2009,0.715
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2009,6.94556551783072
Montenegro,MNE,2009,19.09
Mongolia,MNG,2009,5.86
Mozambique,MOZ,2009,3.208
Mauritania,MRT,2009,10.186
Mauritius,MUS,2009,7.257
Malawi,MWI,2009,4.754
Malaysia,MYS,2009,3.66
North America,NAC,2009,9.16994852137916
Namibia,NAM,2009,22.254
New Caledonia,NCL,2009,13.97
Niger,NER,2009,1.209
Nigeria,NGA,2009,3.766
Nicaragua,NIC,2009,8.16
Netherlands,NLD,2009,4.352
Norway,NOR,2009,3.1
Nepal,NPL,2009,10.587
New Zealand,NZL,2009,6.121
OECD members,OED,2009,8.37829865486612
Oman,OMN,2009,3.993
Other small states,OSS,2009,10.729863322166
Pakistan,PAK,2009,0.535
Panama,PAN,2009,5.864
Peru,PER,2009,3.96
Philippines,PHL,2009,3.858
Papua New Guinea,PNG,2009,2.089
Poland,POL,2009,8.131
Pre-demographic dividend,PRE,2009,4.90483524144252
Puerto Rico (US),PRI,2009,15.0
"Korea, Dem. People's Rep.",PRK,2009,2.871
Portugal,PRT,2009,9.432
Paraguay,PRY,2009,5.46
West Bank and Gaza,PSE,2009,20.452
Pacific island small states,PSS,2009,3.60583093381717
Post-demographic dividend,PST,2009,8.06977814854251
French Polynesia,PYF,2009,11.97
Qatar,QAT,2009,0.31
Romania,ROU,2009,6.859
Russian Federation,RUS,2009,8.301
Rwanda,RWA,2009,11.663
South Asia,SAS,2009,7.38712070830336
Saudi Arabia,SAU,2009,5.377
Sudan,SDN,2009,13.0
Senegal,SEN,2009,2.814
Singapore,SGP,2009,5.86
Solomon Islands,SLB,2009,2.02
Sierra Leone,SLE,2009,4.269
El Salvador,SLV,2009,7.33
"Somalia, Fed. Rep.",SOM,2009,19.013
Serbia,SRB,2009,16.116
Sub-Saharan Africa (excluding high income),SSA,2009,6.27933526684852
South Sudan,SSD,2009,12.463
Sub-Saharan Africa,SSF,2009,5.8462403600109
Small states,SST,2009,9.49045809768783
Sao Tome and Principe,STP,2009,15.134
Suriname,SUR,2009,8.72
Slovak Republic,SVK,2009,12.023
Slovenia,SVN,2009,5.858
Sweden,SWE,2009,8.351
Eswatini,SWZ,2009,27.383
Syrian Arab Republic,SYR,2009,8.14
Chad,TCD,2009,0.906
East Asia & Pacific (IDA & IBRD countries),TEA,2009,4.43930711068683
Europe & Central Asia (IDA & IBRD countries),TEC,2009,9.10456034631184
Togo,TGO,2009,2.849
Thailand,THA,2009,1.49
Tajikistan,TJK,2009,11.5
Turkmenistan,TKM,2009,4.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2009,7.89307673077001
Timor-Leste,TLS,2009,3.291
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2009,6.87878016649715
Tonga,TON,2009,1.407
South Asia (IDA & IBRD),TSA,2009,7.38712070830336
Sub-Saharan Africa (IDA & IBRD countries),TSS,2009,5.8462403600109
Trinidad and Tobago,TTO,2009,5.28
Tunisia,TUN,2009,13.29
Turkiye,TUR,2009,14.026
Tanzania,TZA,2009,2.5
Uganda,UGA,2009,3.6
Ukraine,UKR,2009,8.84
Upper middle income,UMC,2009,6.20265842970416
Uruguay,URY,2009,7.74
United States,USA,2009,9.254
Uzbekistan,UZB,2009,5.04
St. Vincent and the Grenadines,VCT,2009,19.386
"Venezuela, RB",VEN,2009,6.097
Virgin Islands (U.S.),VIR,2009,11.527
Viet Nam,VNM,2009,1.737
Vanuatu,VUT,2009,4.565
World,WLD,2009,6.4196954524381
Samoa,WSM,2009,5.647
"Yemen, Rep.",YEM,2009,12.763
South Africa,ZAF,2009,23.523
Zambia,ZMB,2009,10.582
Zimbabwe,ZWE,2009,5.453
Africa Eastern and Southern,AFE,2010,7.40306130661224
Afghanistan,AFG,2010,7.753
Africa Western and Central,AFW,2010,3.9915945374515
Angola,AGO,2010,16.618
Albania,ALB,2010,14.086
Arab World,ARB,2010,9.57747395203384
United Arab Emirates,ARE,2010,2.811
Argentina,ARG,2010,7.714
Armenia,ARM,2010,19.523
Australia,AUS,2010,5.214
Austria,AUT,2010,4.883
Azerbaijan,AZE,2010,5.63
Burundi,BDI,2010,1.616
Belgium,BEL,2010,8.293
Benin,BEN,2010,1.04
Burkina Faso,BFA,2010,3.723
Bangladesh,BGD,2010,3.379
Bulgaria,BGR,2010,10.279
Bahrain,BHR,2010,1.13
"Bahamas, The",BHS,2010,14.432
Bosnia and Herzegovina,BIH,2010,27.312
Belarus,BLR,2010,6.045
Belize,BLZ,2010,8.416
Bolivia,BOL,2010,2.608
Brazil,BRA,2010,8.422
Barbados,BRB,2010,10.69
Brunei Darussalam,BRN,2010,6.455
Bhutan,BTN,2010,3.32
Botswana,BWA,2010,17.86
Central African Republic,CAF,2010,5.291
Canada,CAN,2010,8.178
Central Europe and the Baltics,CEB,2010,9.92654756624789
Switzerland,CHE,2010,4.808
Channel Islands,CHI,2010,7.225
Chile,CHL,2010,8.278
China,CHN,2010,4.53
Cote d'Ivoire,CIV,2010,6.618
Cameroon,CMR,2010,4.11
"Congo, Dem. Rep.",COD,2010,4.096
"Congo, Rep.",COG,2010,19.345
Colombia,COL,2010,11.153
Comoros,COM,2010,4.248
Cabo Verde,CPV,2010,10.67
Costa Rica,CRI,2010,7.171
Caribbean small states,CSS,2010,8.78766547316244
Cuba,CUB,2010,2.5
Cyprus,CYP,2010,6.359
Czechia,CZE,2010,7.281
Germany,DEU,2010,7.043
Djibouti,DJI,2010,26.371
Denmark,DNK,2010,7.746
Dominican Republic,DOM,2010,5.212
Algeria,DZA,2010,9.96
East Asia & Pacific (excluding high income),EAP,2010,4.15545539099386
Early-demographic dividend,EAR,2010,6.72549254045243
East Asia & Pacific,EAS,2010,4.21713753627348
Europe & Central Asia (excluding high income),ECA,2010,9.55793535586369
Europe & Central Asia,ECS,2010,9.11862363914561
Ecuador,ECU,2010,4.088
"Egypt, Arab Rep.",EGY,2010,8.757
Euro area,EMU,2010,10.1735036090983
Eritrea,ERI,2010,5.675
Spain,ESP,2010,19.86
Estonia,EST,2010,16.707
Ethiopia,ETH,2010,2.3
European Union,EUU,2010,9.8727209377786
Fragile and conflict affected situations,FCS,2010,5.13393632566262
Finland,FIN,2010,8.394
Fiji,FJI,2010,4.343
France,FRA,2010,9.279
Gabon,GAB,2010,20.39
United Kingdom,GBR,2010,7.924
Georgia,GEO,2010,20.203
Ghana,GHA,2010,5.384
Guinea,GIN,2010,5.097
"Gambia, The",GMB,2010,9.723
Guinea-Bissau,GNB,2010,3.137
Equatorial Guinea,GNQ,2010,8.07
Greece,GRC,2010,12.719
Guatemala,GTM,2010,3.497
Guam,GUM,2010,8.2
Guyana,GUY,2010,11.636
High income,HIC,2010,8.17567133611385
"Hong Kong SAR, China",HKG,2010,4.329
Honduras,HND,2010,4.119
Heavily indebted poor countries (HIPC),HPC,2010,4.78976425103905
Croatia,HRV,2010,11.62
Haiti,HTI,2010,15.252
Hungary,HUN,2010,11.172
IBRD only,IBD,2010,6.39002749580693
IDA & IBRD total,IBT,2010,5.90445607325616
IDA total,IDA,2010,4.06419605108702
IDA blend,IDB,2010,3.15075868914398
Indonesia,IDN,2010,5.614
IDA only,IDX,2010,4.56611206743664
India,IND,2010,7.652
Ireland,IRL,2010,14.534
"Iran, Islamic Rep.",IRN,2010,13.679
Iraq,IRQ,2010,8.267
Iceland,ISL,2010,7.564
Israel,ISR,2010,8.48
Italy,ITA,2010,8.363
Jamaica,JAM,2010,7.63
Jordan,JOR,2010,12.5
Japan,JPN,2010,5.102
Kazakhstan,KAZ,2010,5.77
Kenya,KEN,2010,2.796
Kyrgyz Republic,KGZ,2010,2.887
Cambodia,KHM,2010,0.771
"Korea, Rep.",KOR,2010,3.324
Kuwait,KWT,2010,1.82
Latin America & Caribbean (excluding high income),LAC,2010,7.13900255202872
Lao PDR,LAO,2010,0.708
Lebanon,LBN,2010,6.775
Liberia,LBR,2010,2.266
Libya,LBY,2010,19.276
St. Lucia,LCA,2010,17.12
Latin America & Caribbean,LCN,2010,7.21088765979969
Least developed countries: UN classification,LDC,2010,4.76194435567874
Low income,LIC,2010,5.46086118515155
Sri Lanka,LKA,2010,4.784
Lower middle income,LMC,2010,5.82177339714005
Low & middle income,LMY,2010,5.83764436485052
Lesotho,LSO,2010,16.113
Late-demographic dividend,LTE,2010,5.23950660656473
Lithuania,LTU,2010,17.814
Luxembourg,LUX,2010,4.423
Latvia,LVA,2010,19.482
"Macao SAR, China",MAC,2010,2.84
Morocco,MAR,2010,9.09
Moldova,MDA,2010,2.937
Madagascar,MDG,2010,4.28
Maldives,MDV,2010,10.881
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2010,6.85497900968114
Mexico,MEX,2010,5.303
Middle income,MIC,2010,5.8630492149064
North Macedonia,MKD,2010,33.135
Mali,MLI,2010,1.405
Malta,MLT,2010,6.847
Myanmar,MMR,2010,0.727
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2010,7.12093020637766
Montenegro,MNE,2010,19.649
Mongolia,MNG,2010,6.549
Mozambique,MOZ,2010,3.261
Mauritania,MRT,2010,10.075
Mauritius,MUS,2010,7.654
Malawi,MWI,2010,4.798
Malaysia,MYS,2010,3.39
North America,NAC,2010,9.47758645184374
Namibia,NAM,2010,22.12
New Caledonia,NCL,2010,13.95
Niger,NER,2010,0.722
Nigeria,NGA,2010,3.746
Nicaragua,NIC,2010,7.83
Netherlands,NLD,2010,4.991
Norway,NOR,2010,3.527
Nepal,NPL,2010,10.554
New Zealand,NZL,2010,6.557
OECD members,OED,2010,8.51487068018885
Oman,OMN,2010,3.935
Other small states,OSS,2010,11.1278847172681
Pakistan,PAK,2010,0.653
Panama,PAN,2010,5.845
Peru,PER,2010,3.6
Philippines,PHL,2010,3.605
Papua New Guinea,PNG,2010,2.002
Poland,POL,2010,9.578
Pre-demographic dividend,PRE,2010,5.09948599044902
Puerto Rico (US),PRI,2010,16.1
"Korea, Dem. People's Rep.",PRK,2010,2.81
Portugal,PRT,2010,10.771
Paraguay,PRY,2010,4.569
West Bank and Gaza,PSE,2010,21.416
Pacific island small states,PSS,2010,3.50620034965321
Post-demographic dividend,PST,2010,8.34475295912791
French Polynesia,PYF,2010,12.145
Qatar,QAT,2010,0.45
Romania,ROU,2010,6.959
Russian Federation,RUS,2010,7.407
Rwanda,RWA,2010,11.673
South Asia,SAS,2010,7.18135687960395
Saudi Arabia,SAU,2010,5.55
Sudan,SDN,2010,15.161
Senegal,SEN,2010,2.803
Singapore,SGP,2010,4.12
Solomon Islands,SLB,2010,1.617
Sierra Leone,SLE,2010,4.413
El Salvador,SLV,2010,4.893
"Somalia, Fed. Rep.",SOM,2010,19.031
Serbia,SRB,2010,19.204
Sub-Saharan Africa (excluding high income),SSA,2010,6.44517898572217
South Sudan,SSD,2010,12.503
Sub-Saharan Africa,SSF,2010,5.98391462400052
Small states,SST,2010,9.63635203632562
Sao Tome and Principe,STP,2010,14.626
Suriname,SUR,2010,7.15
Slovak Republic,SVK,2010,14.387
Slovenia,SVN,2010,7.236
Sweden,SWE,2010,8.61
Eswatini,SWZ,2010,26.736
Syrian Arab Republic,SYR,2010,8.61
Chad,TCD,2010,0.878
East Asia & Pacific (IDA & IBRD countries),TEA,2010,4.17562491797747
Europe & Central Asia (IDA & IBRD countries),TEC,2010,8.68768383545242
Togo,TGO,2010,2.383
Thailand,THA,2010,0.622
Tajikistan,TJK,2010,11.542
Turkmenistan,TKM,2010,4.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2010,7.2528256939654
Timor-Leste,TLS,2010,3.301
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2010,7.04902894071952
Tonga,TON,2010,1.513
South Asia (IDA & IBRD),TSA,2010,7.18135687960395
Sub-Saharan Africa (IDA & IBRD countries),TSS,2010,5.98391462400052
Trinidad and Tobago,TTO,2010,4.033
Tunisia,TUN,2010,13.049
Turkiye,TUR,2010,11.879
Tanzania,TZA,2010,3.029
Uganda,UGA,2010,3.619
Ukraine,UKR,2010,8.1
Upper middle income,UMC,2010,5.89375275942558
Uruguay,URY,2010,7.158
United States,USA,2010,9.633
Uzbekistan,UZB,2010,5.36
St. Vincent and the Grenadines,VCT,2010,19.966
"Venezuela, RB",VEN,2010,7.112
Virgin Islands (U.S.),VIR,2010,11.742
Viet Nam,VNM,2010,1.114
Vanuatu,VUT,2010,4.685
World,WLD,2010,6.28651108706876
Samoa,WSM,2010,5.621
"Yemen, Rep.",YEM,2010,12.779
South Africa,ZAF,2010,24.683
Zambia,ZMB,2010,13.19
Zimbabwe,ZWE,2010,5.447
Africa Eastern and Southern,AFE,2011,7.42793993618157
Afghanistan,AFG,2011,7.784
Africa Western and Central,AFW,2011,3.96902733010755
Angola,AGO,2011,16.77
Albania,ALB,2011,13.481
Arab World,ARB,2011,10.6932959358852
United Arab Emirates,ARE,2011,2.596
Argentina,ARG,2011,7.18
Armenia,ARM,2011,18.884
Australia,AUS,2011,5.083
Austria,AUT,2011,4.637
Azerbaijan,AZE,2011,5.42
Burundi,BDI,2011,1.602
Belgium,BEL,2011,7.14
Benin,BEN,2011,2.647
Burkina Faso,BFA,2011,3.827
Bangladesh,BGD,2011,3.736
Bulgaria,BGR,2011,11.26
Bahrain,BHR,2011,1.21
"Bahamas, The",BHS,2011,14.52
Bosnia and Herzegovina,BIH,2011,27.582
Belarus,BLR,2011,6.022
Belize,BLZ,2011,8.43
Bolivia,BOL,2011,2.255
Brazil,BRA,2011,7.578
Barbados,BRB,2011,11.19
Brunei Darussalam,BRN,2011,6.442
Bhutan,BTN,2011,3.23
Botswana,BWA,2011,18.054
Central African Republic,CAF,2011,5.281
Canada,CAN,2011,7.637
Central Europe and the Baltics,CEB,2011,9.80886284662704
Switzerland,CHE,2011,4.409
Channel Islands,CHI,2011,7.457
Chile,CHL,2011,7.277
China,CHN,2011,4.55
Cote d'Ivoire,CIV,2011,7.135
Cameroon,CMR,2011,3.987
"Congo, Dem. Rep.",COD,2011,4.315
"Congo, Rep.",COG,2011,19.464
Colombia,COL,2011,10.288
Comoros,COM,2011,4.207
Cabo Verde,CPV,2011,10.948
Costa Rica,CRI,2011,9.518
Caribbean small states,CSS,2011,8.80300976727811
Cuba,CUB,2011,3.18
Cyprus,CYP,2011,7.942
Czechia,CZE,2011,6.712
Germany,DEU,2011,5.967
Djibouti,DJI,2011,26.314
Denmark,DNK,2011,7.769
Dominican Republic,DOM,2011,6.087
Algeria,DZA,2011,9.96
East Asia & Pacific (excluding high income),EAP,2011,4.10579979256748
Early-demographic dividend,EAR,2011,6.64163269370553
East Asia & Pacific,EAS,2011,4.12281542064571
Europe & Central Asia (excluding high income),ECA,2011,8.915331955385
Europe & Central Asia,ECS,2011,8.85621943906051
Ecuador,ECU,2011,3.458
"Egypt, Arab Rep.",EGY,2011,11.849
Euro area,EMU,2011,10.2589409954022
Eritrea,ERI,2011,5.614
Spain,ESP,2011,21.39
Estonia,EST,2011,12.328
Ethiopia,ETH,2011,2.275
European Union,EUU,2011,9.92759950838198
Fragile and conflict affected situations,FCS,2011,5.17980481339294
Finland,FIN,2011,7.781
Fiji,FJI,2011,4.406
France,FRA,2011,9.228
Gabon,GAB,2011,19.941
United Kingdom,GBR,2011,8.169
Georgia,GEO,2011,19.632
Ghana,GHA,2011,4.227
Guinea,GIN,2011,5.094
"Gambia, The",GMB,2011,10.283
Guinea-Bissau,GNB,2011,3.08
Equatorial Guinea,GNQ,2011,8.045
Greece,GRC,2011,17.973
Guatemala,GTM,2011,3.172
Guam,GUM,2011,13.3
Guyana,GUY,2011,11.819
High income,HIC,2011,7.80704849964703
"Hong Kong SAR, China",HKG,2011,3.422
Honduras,HND,2011,4.474
Heavily indebted poor countries (HIPC),HPC,2011,4.74938707940846
Croatia,HRV,2011,13.678
Haiti,HTI,2011,14.485
Hungary,HUN,2011,11.029
IBRD only,IBD,2011,6.27930588236174
IDA & IBRD total,IBT,2011,5.81915504047038
IDA total,IDA,2011,4.10062761471476
IDA blend,IDB,2011,3.2001076424385
Indonesia,IDN,2011,5.153
IDA only,IDX,2011,4.59514473940937
India,IND,2011,7.616
Ireland,IRL,2011,15.354
"Iran, Islamic Rep.",IRN,2011,12.491
Iraq,IRQ,2011,8.191
Iceland,ISL,2011,7.028
Israel,ISR,2011,7.139
Italy,ITA,2011,8.359
Jamaica,JAM,2011,8.034
Jordan,JOR,2011,12.9
Japan,JPN,2011,4.55
Kazakhstan,KAZ,2011,5.39
Kenya,KEN,2011,2.704
Kyrgyz Republic,KGZ,2011,2.999
Cambodia,KHM,2011,0.577
"Korea, Rep.",KOR,2011,2.992
Kuwait,KWT,2011,2.053
Latin America & Caribbean (excluding high income),LAC,2011,6.62343403628948
Lao PDR,LAO,2011,1.055
Lebanon,LBN,2011,7.349
Liberia,LBR,2011,2.211
Libya,LBY,2011,19.478
St. Lucia,LCA,2011,18.86
Latin America & Caribbean,LCN,2011,6.70856267966967
Least developed countries: UN classification,LDC,2011,4.86193896689137
Low income,LIC,2011,5.52063477912519
Sri Lanka,LKA,2011,4.118
Lower middle income,LMC,2011,5.90662627073566
Low & middle income,LMY,2011,5.77701736158249
Lesotho,LSO,2011,16.157
Late-demographic dividend,LTE,2011,5.1068390846253
Lithuania,LTU,2011,15.39
Luxembourg,LUX,2011,5.122
Latvia,LVA,2011,16.206
"Macao SAR, China",MAC,2011,2.56
Morocco,MAR,2011,8.91
Moldova,MDA,2011,2.648
Madagascar,MDG,2011,2.512
Maldives,MDV,2011,10.06
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2011,7.23291287147858
