Country Name,Country Code,Year,gdp
Eritrea,ERI,1997,686490090.140141
Spain,ESP,1997,589739772727.273
Estonia,EST,1997,5154420649.23354
Ethiopia,ETH,1997,8803539988.33248
European Union,EUU,1997,7735887434157.05
Fragile and conflict affected situations,FCS,1997,520481487120.184
Finland,FIN,1997,126862902302.142
Fiji,FJI,1997,2090221137.02876
France,FRA,1997,1449392222971.45
Faroe Islands,FRO,1997,933763083.395627
"Micronesia, Fed. Sts.",FSM,1997,206626300.0
Gabon,GAB,1997,5326817114.53586
United Kingdom,GBR,1997,1560911918795.02
Georgia,GEO,1997,3510520231.21387
Ghana,GHA,1997,6891443192.24985
Guinea,GIN,1997,5516916163.0949
"Gambia, The",GMB,1997,803633342.473706
Guinea-Bissau,GNB,1997,698107222.422492
Equatorial Guinea,GNQ,1997,442337870.69437
Greece,GRC,1997,138766067640.085
Grenada,GRD,1997,392190592.592593
Greenland,GRL,1997,1072154433.84538
Guatemala,GTM,1997,17790026221.6139
Guyana,GUY,1997,749138009.56454
High income,HIC,1997,26227330459141.8
"Hong Kong SAR, China",HKG,1997,177353174849.714
Honduras,HND,1997,5737099650.19011
Heavily indebted poor countries (HIPC),HPC,1997,161384020780.87
Croatia,HRV,1997,24175764812.1218
Haiti,HTI,1997,3338949151.59927
Hungary,HUN,1997,47398564799.2496
IBRD only,IBD,1997,5701120511905.25
IDA & IBRD total,IBT,1997,6280742141630.25
IDA total,IDA,1997,581532163678.045
IDA blend,IDB,1997,344036244219.547
Indonesia,IDN,1997,215748998609.635
IDA only,IDX,1997,235062890052.912
Isle of Man,IMN,1997,1178261296.66012
India,IND,1997,415867563592.829
Ireland,IRL,1997,82856648758.3572
"Iran, Islamic Rep.",IRN,1997,113919163421.479
Iraq,IRQ,1997,20764857056.3795
Iceland,ISL,1997,7569672925.33739
Israel,ISR,1997,119459826346.611
Italy,ITA,1997,1244988176443.84
Jamaica,JAM,1997,8400041723.54861
Jordan,JOR,1997,7245839210.15515
Japan,JPN,1997,4492448605638.94
Kazakhstan,KAZ,1997,22165932062.966
Kenya,KEN,1997,13115764358.2846
Kyrgyz Republic,KGZ,1997,1767864035.71943
Cambodia,KHM,1997,3443413388.65696
Kiribati,KIR,1997,80205806.8250976
St. Kitts and Nevis,KNA,1997,374641307.974641
"Korea, Rep.",KOR,1997,569755022973.035
Kuwait,KWT,1997,30350190704.4361
Latin America & Caribbean (excluding high income),LAC,1997,2009281593092.77
Lao PDR,LAO,1997,1747011857.33107
Lebanon,LBN,1997,15751867489.4446
Liberia,LBR,1997,295900000.0
Libya,LBY,1997,30700897874.8704
St. Lucia,LCA,1997,805925925.925926
Latin America & Caribbean,LCN,1997,2303819811097.78
Least developed countries: UN classification,LDC,1997,188690838343.38
Low income,LIC,1997,90112800631.1465
Liechtenstein,LIE,1997,2298389802.88883
Sri Lanka,LKA,1997,15091913883.7091
Lower middle income,LMC,1997,1195411632287.09
Low & middle income,LMY,1997,5439804991910.73
Lesotho,LSO,1997,998004258.715675
Late-demographic dividend,LTE,1997,3499404673958.15
Lithuania,LTU,1997,10168271903.3233
Luxembourg,LUX,1997,19563836265.2233
Latvia,LVA,1997,6349481006.53278
"Macao SAR, China",MAC,1997,7267570892.70211
Morocco,MAR,1997,39147844526.0838
Monaco,MCO,1997,2840195190.36905
Moldova,MDA,1997,1930081168.83117
Madagascar,MDG,1997,4262965419.74998
Maldives,MDV,1997,508223602.378929
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1997,900773898509.055
Mexico,MEX,1997,523449530464.257
Marshall Islands,MHL,1997,109884700.0
Middle income,MIC,1997,5348980261304.95
North Macedonia,MKD,1997,3912986090.97363
Mali,MLI,1997,2697105823.4661
Malta,MLT,1997,3787070703.92488
Myanmar,MMR,1997,4722288495.66085
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1997,465770068822.607
Montenegro,MNE,1997,838288806.001293
Mongolia,MNG,1997,1180934202.83801
Mozambique,MOZ,1997,4873663774.93019
Mauritania,MRT,1997,2071996564.05296
Mauritius,MUS,1997,4243755307.55239
Malawi,MWI,1997,3875785863.38323
Malaysia,MYS,1997,100005323301.867
North America,NAC,1997,9235471826855.55
Namibia,NAM,1997,4154989950.00393
New Caledonia,NCL,1997,3291131281.04099
Niger,NER,1997,2290318910.20658
Nigeria,NGA,1997,200850397618.182
Nicaragua,NIC,1997,4389973489.86032
Netherlands,NLD,1997,417506211881.635
Norway,NOR,1997,161356631888.484
Nepal,NPL,1997,4918691916.53516
Nauru,NRU,1997,37331507.2781343
New Zealand,NZL,1997,66075143415.4952
OECD members,OED,1997,25510372513075.3
Oman,OMN,1997,18039791937.5813
Other small states,OSS,1997,44856422401.2367
Pakistan,PAK,1997,62433340468.0228
Panama,PAN,1997,10058854400.0
Peru,PER,1997,58147522522.5225
Philippines,PHL,1997,94106317565.0846
Palau,PLW,1997,143860800.0
Papua New Guinea,PNG,1997,4936615298.79367
Poland,POL,1997,159893964916.817
Pre-demographic dividend,PRE,1997,371684028006.719
Puerto Rico (US),PRI,1997,48187039000.0
Portugal,PRT,1997,117016535162.95
Paraguay,PRY,1997,9965225678.05093
West Bank and Gaza,PSE,1997,3759800000.0
Pacific island small states,PSS,1997,3981656720.50815
Post-demographic dividend,PST,1997,24603479666258.9
French Polynesia,PYF,1997,3762859093.26192
Qatar,QAT,1997,11297802115.3846
Romania,ROU,1997,35575214078.2428
Russian Federation,RUS,1997,404928954191.876
Rwanda,RWA,1997,1851558197.31088
South Asia,SAS,1997,484982931205.649
Saudi Arabia,SAU,1997,165963684913.218
Sudan,SDN,1997,11681175864.3383
Senegal,SEN,1997,6041478725.90443
Singapore,SGP,1997,100123787215.299
Solomon Islands,SLB,1997,526554005.954357
Sierra Leone,SLE,1997,850232760.017239
El Salvador,SLV,1997,10221705900.0
San Marino,SMR,1997,976606693.570595
"Somalia, Fed. Rep.",SOM,1997,2191749013.58124
Serbia,SRB,1997,27153408994.8074
Sub-Saharan Africa (excluding high income),SSA,1997,555247194715.663
Sub-Saharan Africa,SSF,1997,564615905744.725
Small states,SST,1997,68913494592.0529
Sao Tome and Principe,STP,1997,91920274.2401657
Suriname,SUR,1997,926422500.0
Slovak Republic,SVK,1997,27844628979.2682
Slovenia,SVN,1997,20726878751.5006
Sweden,SWE,1997,268251974485.586
Eswatini,SWZ,1997,1716714070.12471
Seychelles,SYC,1997,598966982.350186
Syrian Arab Republic,SYR,1997,14505233463.035
Chad,TCD,1997,1544689576.92712
East Asia & Pacific (IDA & IBRD countries),TEA,1997,1574970259582.32
Europe & Central Asia (IDA & IBRD countries),TEC,1997,982308321776.593
Togo,TGO,1997,2116818622.95834
Thailand,THA,1997,150180456565.728
Tajikistan,TJK,1997,921518032.909326
Turkmenistan,TKM,1997,2450350625.10407
Latin America & the Caribbean (IDA & IBRD countries),TLA,1997,2212232332046.39
Timor-Leste,TLS,1997,319972700.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1997,462008531395.331
Tonga,TON,1997,214991452.314998
South Asia (IDA & IBRD),TSA,1997,484982931205.649
Sub-Saharan Africa (IDA & IBRD countries),TSS,1997,564615905744.725
Trinidad and Tobago,TTO,1997,5737771523.10148
Tunisia,TUN,1997,20746210353.845
Turkiye,TUR,1997,189878399894.643
Tuvalu,TUV,1997,13734210.096632
Tanzania,TZA,1997,11158197941.9152
Uganda,UGA,1997,6269333313.17108
Ukraine,UKR,1997,50151531591.7317
Upper middle income,UMC,1997,4153514261547.23
Uruguay,URY,1997,23969739233.8966
United States,USA,1997,8577552000000.0
Uzbekistan,UZB,1997,14744603773.5849
St. Vincent and the Grenadines,VCT,1997,347770370.37037
"Venezuela, RB",VEN,1997,85837678559.8324
Viet Nam,VNM,1997,26843700441.5482
Vanuatu,VUT,1997,272771209.113662
World,WLD,1997,31767295510781.6
Samoa,WSM,1997,285475591.89651
"Yemen, Rep.",YEM,1997,6838298530.54911
South Africa,ZAF,1997,168978057327.73
Zambia,ZMB,1997,4303288479.7086
Zimbabwe,ZWE,1997,8529572286.78717
Aruba,ABW,1998,1665363128.49162
Africa Eastern and Southern,AFE,1998,268833469565.376
Africa Western and Central,AFW,1998,296152427996.975
Angola,AGO,1998,6506221615.78722
Albania,ALB,1998,2600356999.20614
Andorra,AND,1998,1211953994.05714
Arab World,ARB,1998,598789587273.971
United Arab Emirates,ARE,1998,75674336283.1858
Argentina,ARG,1998,298948250000.0
Armenia,ARM,1998,1893726437.26462
Antigua and Barbuda,ATG,1998,789788888.888889
Australia,AUS,1998,399674421759.479
Austria,AUT,1998,217068085815.918
Azerbaijan,AZE,1998,4446368570.6901
Burundi,BDI,1998,893770740.207416
Belgium,BEL,1998,258528339631.029
Benin,BEN,1998,2455092686.34712
Burkina Faso,BFA,1998,2804902367.14687
Bangladesh,BGD,1998,49984559471.3656
Bulgaria,BGR,1998,15031055046.7575
Bahrain,BHR,1998,7031309042.55319
"Bahamas, The",BHS,1998,6833220000.0
Bosnia and Herzegovina,BIH,1998,4116774300.60671
Belarus,BLR,1998,15221352698.8944
Belize,BLZ,1998,929500000.0
Bermuda,BMU,1998,3130748000.0
Bolivia,BOL,1998,8497494652.12546
Brazil,BRA,1998,863710759256.435
Barbados,BRB,1998,2817083478.34734
Brunei Darussalam,BRN,1998,5550846024.98159
Bhutan,BTN,1998,363458380.903342
Botswana,BWA,1998,4790481509.17679
Central African Republic,CAF,1998,967338389.650578
Canada,CAN,1998,634000000000.0
Central Europe and the Baltics,CEB,1998,449843473353.657
Switzerland,CHE,1998,303459014346.806
Channel Islands,CHI,1998,5945677376.61477
Chile,CHL,1998,81990010704.0602
China,CHN,1998,1037134141760.35
Cote d'Ivoire,CIV,1998,19619654755.679
Cameroon,CMR,1998,11298144990.4104
"Congo, Dem. Rep.",COD,1998,6217805820.77104
"Congo, Rep.",COG,1998,1949481379.21951
Colombia,COL,1998,98486358581.1639
Comoros,COM,1998,370106745.930146
Cabo Verde,CPV,1998,521910560.524868
Costa Rica,CRI,1998,13684255946.5765
Caribbean small states,CSS,1998,21644257665.0628
Cuba,CUB,1998,25736331200.0
Cyprus,CYP,1998,10248618778.2805
Czechia,CZE,1998,67187217327.7326
Germany,DEU,1998,2247760364565.97
Djibouti,DJI,1998,514267869.300758
Dominica,DMA,1998,322411111.111111
Denmark,DNK,1998,176877077513.133
Dominican Republic,DOM,1998,21672215546.7642
Algeria,DZA,1998,48187781984.4881
East Asia & Pacific (excluding high income),EAP,1998,1441286960349.49
Early-demographic dividend,EAR,1998,2921390123249.61
East Asia & Pacific,EAS,1998,6941298328584.25
Europe & Central Asia (excluding high income),ECA,1998,421297622184.348
Europe & Central Asia,ECS,1998,10795245225517.9
Ecuador,ECU,1998,27981896948.4742
"Egypt, Arab Rep.",EGY,1998,84828807556.0803
Euro area,EMU,1998,7174357592027.49
Eritrea,ERI,1998,745523116.900052
Spain,ESP,1998,618731484575.12
Estonia,EST,1998,5674080542.88575
Ethiopia,ETH,1998,8013274131.69715
European Union,EUU,1998,7970105287117.21
Fragile and conflict affected situations,FCS,1998,534206183276.016
Finland,FIN,1998,133990876724.522
Fiji,FJI,1998,1653146716.58235
France,FRA,1998,1496906382032.47
Faroe Islands,FRO,1998,1104744235.30111
"Micronesia, Fed. Sts.",FSM,1998,218873100.0
Gabon,GAB,1998,4483417309.83011
United Kingdom,GBR,1998,1653694932096.72
Georgia,GEO,1998,3613497316.55319
Ghana,GHA,1998,7482069162.42008
Guinea,GIN,1998,5232118046.3713
"Gambia, The",GMB,1998,840285264.631545
Guinea-Bissau,GNB,1998,591034143.426384
Equatorial Guinea,GNQ,1998,370687634.425712
Greece,GRC,1998,139612812175.718
Grenada,GRD,1998,445903592.592593
Greenland,GRL,1998,1149858069.75766
Guatemala,GTM,1998,19395491992.9939
Guyana,GUY,1998,717530683.169567
High income,HIC,1998,26191339510748.9
"Hong Kong SAR, China",HKG,1998,168885443660.072
Honduras,HND,1998,6366340265.87888
Heavily indebted poor countries (HIPC),HPC,1998,166850566611.064
Croatia,HRV,1998,25890228429.7214
Haiti,HTI,1998,3723903723.63772
Hungary,HUN,1998,48784412623.5939
IBRD only,IBD,1998,5550006604273.83
IDA & IBRD total,IBT,1998,6153013841034.77
IDA total,IDA,1998,605623709412.847
IDA blend,IDB,1998,360887205960.132
Indonesia,IDN,1998,95445547872.715
IDA only,IDX,1998,242091737087.56
Isle of Man,IMN,1998,1385124213.31567
India,IND,1998,421351317224.941
Ireland,IRL,1998,90199410115.5097
"Iran, Islamic Rep.",IRN,1998,110276913362.445
Iraq,IRQ,1998,20617405044.2425
Iceland,ISL,1998,8503746467.99599
Israel,ISR,1998,120547409278.703
Italy,ITA,1998,1272729786996.77
Jamaica,JAM,1998,8787195622.43502
Jordan,JOR,1998,7912270803.94922
Japan,JPN,1998,4098362709531.24
Kazakhstan,KAZ,1998,22135245507.3656
Kenya,KEN,1998,14093998843.7334
Kyrgyz Republic,KGZ,1998,1645963749.83146
Cambodia,KHM,1998,3120425502.66241
Kiribati,KIR,1998,74905705.8928477
St. Kitts and Nevis,KNA,1998,383257331.40548
"Korea, Rep.",KOR,1998,383331833681.821
Kuwait,KWT,1998,25943705784.2996
Latin America & Caribbean (excluding high income),LAC,1998,2025160997785.55
Lao PDR,LAO,1998,1280177838.71905
Lebanon,LBN,1998,17247179005.5219
Liberia,LBR,1998,359600000.0
Libya,LBY,1998,27251301398.2813
St. Lucia,LCA,1998,877407407.407407
Latin America & Caribbean,LCN,1998,2332209458434.06
Least developed countries: UN classification,LDC,1998,191300517904.777
Low income,LIC,1998,92023823816.8397
Liechtenstein,LIE,1998,2479699106.02264
Sri Lanka,LKA,1998,15794972847.1683
Lower middle income,LMC,1998,1220806785336.77
Low & middle income,LMY,1998,5414825888267.3
Lesotho,LSO,1998,928460893.108965
Late-demographic dividend,LTE,1998,3374810029302.84
Lithuania,LTU,1998,11289161847.2162
Luxembourg,LUX,1998,20150053345.1878
Latvia,LVA,1998,6974112951.26891
"Macao SAR, China",MAC,1998,6797792190.19681
Morocco,MAR,1998,46497608724.9865
Monaco,MCO,1998,2934593467.68589
Moldova,MDA,1998,1698717504.65549
Madagascar,MDG,1998,4401967632.73718
Maldives,MDV,1998,540096397.621071
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1998,882028053079.616
Mexico,MEX,1998,557461102630.658
Marshall Islands,MHL,1998,112070100.0
Middle income,MIC,1998,5322385023975.21
North Macedonia,MKD,1998,3765745023.2074
Mali,MLI,1998,2920358710.50646
Malta,MLT,1998,4010092090.88186
Myanmar,MMR,1998,6459461639.30243
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1998,475820335108.663
Montenegro,MNE,1998,854261160.714286
Mongolia,MNG,1998,1124440204.84738
Mozambique,MOZ,1998,5551118148.73836
Mauritania,MRT,1998,2032347664.94993
Mauritius,MUS,1998,4225813976.36359
Malawi,MWI,1998,2547609590.06984
Malaysia,MYS,1998,72167498980.8398
North America,NAC,1998,9699947748000.0
Namibia,NAM,1998,3873109865.55683
New Caledonia,NCL,1998,3556304832.68104
Niger,NER,1998,2643363518.99272
Nigeria,NGA,1998,218416200672.727
Nicaragua,NIC,1998,4635347385.5446
Netherlands,NLD,1998,438612530548.767
Norway,NOR,1998,154230295158.447
Nepal,NPL,1998,4856255044.39064
Nauru,NRU,1998,29664450.9258631
New Zealand,NZL,1998,56227169851.0448
OECD members,OED,1998,25775641451596.8
Oman,OMN,1998,16044213263.9792
Other small states,OSS,1998,45047826560.539
Pakistan,PAK,1998,62191955814.3478
Panama,PAN,1998,11019557700.0
Peru,PER,1998,55501467877.381
Philippines,PHL,1998,74492416329.9142
Palau,PLW,1998,149079600.0
Papua New Guinea,PNG,1998,3789443014.61662
Poland,POL,1998,175282269666.801
Pre-demographic dividend,PRE,1998,393094877992.274
Puerto Rico (US),PRI,1998,54086400000.0
Portugal,PRT,1998,123946327916.296
Paraguay,PRY,1998,9260481572.42462
West Bank and Gaza,PSE,1998,4067800000.0
Pacific island small states,PSS,1998,3432398207.46023
Post-demographic dividend,PST,1998,24707827169428.8
French Polynesia,PYF,1998,3903186592.82431
Qatar,QAT,1998,10255495027.4725
Romania,ROU,1998,41696091973.7076
Russian Federation,RUS,1998,270955486862.442
Rwanda,RWA,1998,1989343546.17594
South Asia,SAS,1998,492890659366.39
Saudi Arabia,SAU,1998,146775466666.667
Sudan,SDN,1998,11250221536.7484
Senegal,SEN,1998,6505607909.05324
Singapore,SGP,1998,85728207781.7785
Solomon Islands,SLB,1998,457579840.225066
Sierra Leone,SLE,1998,672368187.114756
El Salvador,SLV,1998,10936669900.0
San Marino,SMR,1998,1048316128.20361
"Somalia, Fed. Rep.",SOM,1998,2962047564.41651
Serbia,SRB,1998,21004077441.4802
Sub-Saharan Africa (excluding high income),SSA,1998,557278158688.979
Sub-Saharan Africa,SSF,1998,565895912036.854
Small states,SST,1998,70124482433.0621
Sao Tome and Principe,STP,1998,72285403.8423458
Suriname,SUR,1998,1110850000.0
Slovak Republic,SVK,1998,29976207629.4888
Slovenia,SVN,1998,22058635314.4836
Sweden,SWE,1998,270889570937.999
Eswatini,SWZ,1998,1576908856.34674
Seychelles,SYC,1998,647287375.762528
Syrian Arab Republic,SYR,1998,15200846153.8462
Chad,TCD,1998,1744794531.21401
East Asia & Pacific (IDA & IBRD countries),TEA,1998,1439656879989.21
Europe & Central Asia (IDA & IBRD countries),TEC,1998,949842594212.0
Togo,TGO,1998,2241650112.33333
Thailand,THA,1998,113675596787.738
Tajikistan,TJK,1998,1320199581.52261
Turkmenistan,TKM,1998,2605689134.49042
Latin America & the Caribbean (IDA & IBRD countries),TLA,1998,2233592488204.2
Timor-Leste,TLS,1998,325729800.0
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1998,471749357905.199
Tonga,TON,1998,191504892.761394
South Asia (IDA & IBRD),TSA,1998,492890659366.39
Sub-Saharan Africa (IDA & IBRD countries),TSS,1998,565895912036.855
Trinidad and Tobago,TTO,1998,6043686653.62189
Tunisia,TUN,1998,21802893587.126
Turkiye,TUR,1998,275941990764.18
Tuvalu,TUV,1998,13795146.2092638
Tanzania,TZA,1998,12172790056.3733
Uganda,UGA,1998,6584815846.52754
Ukraine,UKR,1998,41882523345.1804
Upper middle income,UMC,1998,4101510715033.39
Uruguay,URY,1998,25385886977.5228
United States,USA,1998,9062817000000.0
Uzbekistan,UZB,1998,14988971210.8383
St. Vincent and the Grenadines,VCT,1998,373618518.518519
"Venezuela, RB",VEN,1998,91336763255.0597
Viet Nam,VNM,1998,27209602050.0452
Vanuatu,VUT,1998,262293410.708334
World,WLD,1998,31711056230286.6
Samoa,WSM,1998,269485244.15511
"Yemen, Rep.",YEM,1998,6322175565.94651
South Africa,ZAF,1998,152982984557.233
Zambia,ZMB,1998,3537741941.89367
Zimbabwe,ZWE,1998,6401968715.47602
Aruba,ABW,1999,1722905027.93296
Africa Eastern and Southern,AFE,1999,265429291662.216
Africa Western and Central,AFW,1999,139468349993.665
Angola,AGO,1999,6152923310.44546
Albania,ALB,1999,3283941510.49964
Andorra,AND,1999,1240295103.07939
Arab World,ARB,1999,665415371173.92
United Arab Emirates,ARE,1999,84445473110.9598
Argentina,ARG,1999,283523000000.0
Armenia,ARM,1999,1845482173.02732
Antigua and Barbuda,ATG,1999,835544444.444444
Australia,AUS,1999,389652212056.649
Austria,AUT,1999,216421809125.916
Azerbaijan,AZE,1999,4581248566.50158
Burundi,BDI,1999,808077223.365746
Belgium,BEL,1999,258245733221.468
Benin,BEN,1999,3677393998.74486
Burkina Faso,BFA,1999,3389566712.66037
Bangladesh,BGD,1999,51270569883.5275
Bulgaria,BGR,1999,13637098579.109
Bahrain,BHR,1999,7528469148.93617
"Bahamas, The",BHS,1999,7683870000.0
Bosnia and Herzegovina,BIH,1999,4686256363.04707
Belarus,BLR,1999,12138243080.6258
Belize,BLZ,1999,1000250000.0
Bermuda,BMU,1999,3324433000.0
Bolivia,BOL,1999,8285064434.56826
Brazil,BRA,1999,599642024319.531
Barbados,BRB,1999,2951822204.54432
Brunei Darussalam,BRN,1999,6309070374.83966
Bhutan,BTN,1999,399311199.50776
Botswana,BWA,1999,5484263346.88105
Central African Republic,CAF,1999,999477510.686632
Canada,CAN,1999,678412196271.118
Central Europe and the Baltics,CEB,1999,436027644107.052
Switzerland,CHE,1999,297873643323.126
Channel Islands,CHI,1999,6262740656.85164
Chile,CHL,1999,75578685735.5219
China,CHN,1999,1103843203575.64
Cote d'Ivoire,CIV,1999,18870992455.568
Cameroon,CMR,1999,11565826464.8921
"Congo, Dem. Rep.",COD,1999,4711259427.27273
"Congo, Rep.",COG,1999,2354772960.28296
Colombia,COL,1999,86278947636.962
Comoros,COM,1999,382454989.945311
Cabo Verde,CPV,1999,592416703.058878
Costa Rica,CRI,1999,14254866284.6542
Caribbean small states,CSS,1999,23394449340.0523
Cuba,CUB,1999,28364615200.0
Cyprus,CYP,1999,10497907227.616
Czechia,CZE,1999,65586562604.8621
Germany,DEU,1999,2213873468586.88
Djibouti,DJI,1999,536080148.097299
Dominica,DMA,1999,331759259.259259
Denmark,DNK,1999,177887720535.535
Dominican Republic,DOM,1999,22136579396.9218
Algeria,DZA,1999,48640671734.9711
East Asia & Pacific (excluding high income),EAP,1999,1587769714530.62
Early-demographic dividend,EAR,1999,3090597945128.49
East Asia & Pacific,EAS,1999,7754954065704.13
Europe & Central Asia (excluding high income),ECA,1999,384213994569.537
Europe & Central Asia,ECS,1999,10687079026623.8
Ecuador,ECU,1999,19645272636.3182
"Egypt, Arab Rep.",EGY,1999,90710704806.8416
Euro area,EMU,1999,7148860289048.92
Eritrea,ERI,1999,688918537.115555
Spain,ESP,1999,634394904386.874
Estonia,EST,1999,5756912265.75809
Ethiopia,ETH,1999,7892973531.80045
European Union,EUU,1999,7936109900009.98
Fragile and conflict affected situations,FCS,1999,398757289120.427
Finland,FIN,1999,135234241918.147
Fiji,FJI,1999,1936459986.03795
France,FRA,1999,1486915879701.93
Faroe Islands,FRO,1999,1127684827.35686
"Micronesia, Fed. Sts.",FSM,1999,220140500.0
Gabon,GAB,1999,4662992036.2073
United Kingdom,GBR,1999,1687830448147.55
Georgia,GEO,1999,2800025882.71672
Ghana,GHA,1999,7718109982.26093
Guinea,GIN,1999,5046806782.54761
"Gambia, The",GMB,1999,814724032.065735
Guinea-Bissau,GNB,1999,579365780.135134
Equatorial Guinea,GNQ,1999,621117885.668503
Greece,GRC,1999,137131371955.307
Grenada,GRD,1999,482009370.37037
Greenland,GRL,1999,1131555107.04907
Guatemala,GTM,1999,18318412251.3642
Guyana,GUY,1999,694754988.258295
High income,HIC,1999,27432228531303.1
"Hong Kong SAR, China",HKG,1999,165768095391.557
Honduras,HND,1999,6414520529.61672
Heavily indebted poor countries (HIPC),HPC,1999,167809429290.768
Croatia,HRV,1999,23777026779.3004
Haiti,HTI,1999,4153725883.84082
Hungary,HUN,1999,49160204397.4635
IBRD only,IBD,1999,5408298117985.77
IDA & IBRD total,IBT,1999,5860118088614.9
IDA total,IDA,1999,451718310270.163
IDA blend,IDB,1999,203535056768.766
Indonesia,IDN,1999,140001351215.462
IDA only,IDX,1999,249013297806.204
Isle of Man,IMN,1999,1573742112.92671
India,IND,1999,458821052615.79
Ireland,IRL,1999,98893958262.6438
"Iran, Islamic Rep.",IRN,1999,113848450088.686
Iraq,IRQ,1999,36881601583.8194
Iceland,ISL,1999,8982047589.4895
Israel,ISR,1999,121417185061.719
Italy,ITA,1999,1255004736463.98
Jamaica,JAM,1999,8887057997.36228
Jordan,JOR,1999,8149929478.13822
Japan,JPN,1999,4635982224063.88
Kazakhstan,KAZ,1999,16870817181.7799
Kenya,KEN,1999,12896010459.3711
Kyrgyz Republic,KGZ,1999,1249061487.01457
Cambodia,KHM,1999,3517242477.2548
Kiribati,KIR,1999,77323978.1928449
St. Kitts and Nevis,KNA,1999,406595484.373262
"Korea, Rep.",KOR,1999,497514040642.262
Kuwait,KWT,1999,30122365849.2518
Latin America & Caribbean (excluding high income),LAC,1999,1796076077749.03
Lao PDR,LAO,1999,1454430642.44959
Lebanon,LBN,1999,17391056369.2265
Liberia,LBR,1999,441800000.0
Libya,LBY,1999,35975860857.1164
St. Lucia,LCA,1999,921851851.851852
Latin America & Caribbean,LCN,1999,2107777486570.36
Least developed countries: UN classification,LDC,1999,197239380388.939
Low income,LIC,1999,93091759549.6974
Liechtenstein,LIE,1999,2664105901.18863
Sri Lanka,LKA,1999,15656327859.5696
Lower middle income,LMC,1999,1125847342254.04
Low & middle income,LMY,1999,5212726865137.86
Lesotho,LSO,1999,912773681.050642
Late-demographic dividend,LTE,1999,3122127191197.16
Lithuania,LTU,1999,11022095813.552
Luxembourg,LUX,1999,21899317598.8414
Latvia,LVA,1999,7324192889.74297
"Macao SAR, China",MAC,1999,6547670439.26
Morocco,MAR,1999,46266428648.1433
Monaco,MCO,1999,2907118641.17756
Moldova,MDA,1999,1170782957.37443
Madagascar,MDG,1999,4277903780.29131
Maldives,MDV,1999,589239753.610875
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1999,954730420776.583
Mexico,MEX,1999,631249359702.389
Marshall Islands,MHL,1999,113352100.0
Middle income,MIC,1999,5119798424196.57
North Macedonia,MKD,1999,3863619284.77939
Mali,MLI,1999,3440724709.59258
Malta,MLT,1999,4111891844.77116
Myanmar,MMR,1999,8486832800.88498
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1999,515243741248.525
Montenegro,MNE,1999,828950327.353261
Mongolia,MNG,1999,1057408588.68269
Mozambique,MOZ,1999,6285219691.22462
Mauritania,MRT,1999,1985922775.53351
Mauritius,MUS,1999,4402193195.46945
Malawi,MWI,1999,2584478924.06081
Malaysia,MYS,1999,79148421052.6316
North America,NAC,1999,10312908629271.1
Namibia,NAM,1999,3868551730.39163
New Caledonia,NCL,1999,3647802049.80911
Niger,NER,1999,2537789820.69295
Nigeria,NGA,1999,59145077039.1437
Nicaragua,NIC,1999,4856026259.07657
Netherlands,NLD,1999,447778514140.155
Norway,NOR,1999,162383706021.13
Nepal,NPL,1999,5033642384.10596
Nauru,NRU,1999,27328612.6080962
New Zealand,NZL,1999,58762260625.8758
OECD members,OED,1999,27081872574726.2
Oman,OMN,1999,17832769830.9493
Other small states,OSS,1999,47011335910.1502
Pakistan,PAK,1999,62973857068.5113
Panama,PAN,1999,11660704800.0
Peru,PER,1999,50187324567.883
Philippines,PHL,1999,85640171045.1254
Palau,PLW,1999,144206500.0
Papua New Guinea,PNG,1999,3477038204.01733
Poland,POL,1999,170704452714.673
Pre-demographic dividend,PRE,1999,244858481464.538
Puerto Rico (US),PRI,1999,57841000000.0
Portugal,PRT,1999,127470385557.184
Paraguay,PRY,1999,8837070235.51892
West Bank and Gaza,PSE,1999,4271200000.0
Pacific island small states,PSS,1999,3744260444.91822
Post-demographic dividend,PST,1999,25955225515254.5
French Polynesia,PYF,1999,3911602004.14205
Qatar,QAT,1999,12393131868.1319
Romania,ROU,1999,35953156753.739
Russian Federation,RUS,1999,195907128350.934
Rwanda,RWA,1999,2157108262.84452
South Asia,SAS,1999,531770143696.111
Saudi Arabia,SAU,1999,161717066666.667
Sudan,SDN,1999,10682028339.6898
Senegal,SEN,1999,6592834932.80876
Singapore,SGP,1999,86286849754.8905
Solomon Islands,SLB,1999,488024514.369359
Sierra Leone,SLE,1999,669386623.951402
El Salvador,SLV,1999,11284197000.0
San Marino,SMR,1999,1109473367.84318
"Somalia, Fed. Rep.",SOM,1999,3045751527.66005
Serbia,SRB,1999,20878694850.5767
Sub-Saharan Africa (excluding high income),SSA,1999,395492111005.649
Sub-Saharan Africa,SSF,1999,404045130608.588
